order_id,order_date,status,category,listing_type,weight_class,unit_price,quantity,gross_amount,installments,refund_amount
MLB-110001,2026-07-07,delivered,books,classic,standard,103.38,1,103.38,1,0.00
MLB-110002,2026-07-11,paid,home,classic,standard,195.36,1,195.36,3,0.00
MLB-110003,2026-07-03,delivered,fashion,premium,standard,98.42,1,98.42,12,0.00
MLB-110004,2026-07-11,delivered,electronics,classic,standard,37.32,3,111.96,3,0.00
MLB-110005,2026-07-21,delivered,books,classic,standard,1269.53,1,1269.53,3,0.00
MLB-110006,2026-07-02,refunded,fashion,premium,standard,193.50,2,387.00,1,387.00
MLB-110007,2026-07-10,chargeback,fashion,premium,standard,28.99,1,28.99,10,0.00
MLB-110008,2026-07-27,paid,home,classic,heavy,1482.50,3,4447.50,1,0.00
MLB-110009,2026-07-14,delivered,electronics,classic,standard,30.28,2,60.56,1,0.00
MLB-110010,2026-07-23,delivered,books,classic,standard,57.29,3,171.87,1,0.00
MLB-110011,2026-07-11,paid,home,premium,standard,75.13,3,225.39,10,0.00
MLB-110012,2026-07-14,paid,home,classic,heavy,459.59,1,459.59,1,0.00
MLB-110013,2026-07-04,paid,toys,premium,standard,2098.39,3,6295.17,3,0.00
MLB-110014,2026-07-06,refunded,electronics,premium,standard,384.26,2,768.52,6,768.52
MLB-110015,2026-07-25,delivered,home,classic,standard,56.44,1,56.44,1,0.00
MLB-110016,2026-07-11,paid,fashion,classic,standard,37.95,2,75.90,1,0.00
MLB-110017,2026-07-26,delivered,electronics,classic,standard,250.23,1,250.23,3,0.00
MLB-110018,2026-07-24,partially_refunded,electronics,premium,standard,269.80,1,269.80,6,107.92
MLB-110019,2026-07-13,cancelled,electronics,classic,standard,138.85,3,416.55,1,0.00
MLB-110020,2026-07-03,delivered,home,premium,standard,52.06,1,52.06,10,0.00
MLB-110021,2026-07-08,delivered,home,classic,standard,74.44,2,148.88,1,0.00
MLB-110022,2026-07-10,cancelled,electronics,premium,standard,46.47,1,46.47,1,0.00
MLB-110023,2026-07-05,delivered,fashion,premium,standard,419.91,1,419.91,12,0.00
MLB-110024,2026-07-23,delivered,toys,premium,standard,1496.98,1,1496.98,12,0.00
MLB-110025,2026-07-23,refunded,electronics,classic,standard,279.34,1,279.34,3,279.34
MLB-110026,2026-07-13,delivered,books,premium,standard,1637.60,1,1637.60,10,0.00
MLB-110027,2026-07-08,delivered,fashion,premium,standard,351.19,3,1053.57,1,0.00
MLB-110028,2026-07-21,delivered,books,premium,standard,293.49,1,293.49,3,0.00
MLB-110029,2026-07-17,partially_refunded,fashion,classic,standard,29.36,1,29.36,3,8.81
MLB-110030,2026-07-10,paid,books,classic,standard,286.19,1,286.19,1,0.00
MLB-110031,2026-07-20,paid,home,premium,heavy,639.50,1,639.50,12,0.00
MLB-110032,2026-07-01,paid,toys,premium,standard,2284.33,1,2284.33,1,0.00
MLB-110033,2026-07-15,delivered,electronics,classic,standard,35.49,1,35.49,1,0.00
MLB-110034,2026-07-13,paid,home,premium,standard,61.66,2,123.32,12,0.00
MLB-110035,2026-07-01,paid,electronics,premium,heavy,1393.67,3,4181.01,3,0.00
