settlement_id,order_id,settlement_date,type,gross_amount,marketplace_fee,shipping_fee,net_amount
ST-1200025,MLB-120021,2026-07-04,payment,421.56,-67.45,-39.90,314.21
ST-1200071,MLB-120061,2026-07-04,payment,654.80,-85.12,-21.90,547.78
ST-1200096,MLB-120082,2026-07-04,payment,4573.68,-503.10,-39.90,4030.68
ST-1200154,MLB-120131,2026-07-04,payment,496.03,-64.48,-21.90,409.65
ST-1200203,MLB-120173,2026-07-04,payment,85.52,-9.41,-21.90,54.21
ST-1200219,MLB-120185,2026-07-04,payment,591.18,-76.85,-39.90,474.43
ST-1200234,MLB-120198,2026-07-04,payment,1287.84,-141.66,-39.90,1106.28
ST-1200235,MLB-120199,2026-07-04,payment,483.70,-53.21,-21.90,408.59
ST-1200252,MLB-120212,2026-07-04,payment,1697.51,-203.70,-39.90,1453.91
ST-1200274,MLB-120233,2026-07-04,payment,349.18,-38.41,-21.90,288.87
ST-1200289,MLB-120247,2026-07-04,payment,63.09,-13.19,0.00,49.90
ST-1200293,MLB-120251,2026-07-04,payment,74.68,-18.95,0.00,55.73
ST-1200335,MLB-120289,2026-07-04,payment,357.06,-39.28,-21.90,295.88
ST-1200347,MLB-120300,2026-07-04,payment,2365.09,-402.07,-21.90,1941.12
ST-1200374,MLB-120324,2026-07-04,payment,655.50,-111.44,-21.90,522.16
ST-1200400,MLB-120346,2026-07-04,payment,169.91,-33.98,-21.90,114.03
ST-1200437,MLB-120380,2026-07-04,payment,91.04,-15.17,-21.90,53.97
ST-1200105,MLB-120089,2026-07-05,payment,56.36,-13.58,0.00,42.78
ST-1200149,MLB-120127,2026-07-05,payment,45.58,-11.26,0.00,34.32
ST-1200161,MLB-120136,2026-07-05,payment,47.70,-13.88,0.00,33.82
ST-1200178,MLB-120153,2026-07-05,payment,197.57,-25.68,-21.90,149.99
ST-1200183,MLB-120156,2026-07-05,payment,19.90,-9.43,0.00,10.47
ST-1200257,MLB-120216,2026-07-05,payment,1256.82,-213.66,-21.90,1021.26
ST-1200304,MLB-120260,2026-07-05,payment,4543.80,-681.57,-21.90,3840.33
ST-1200337,MLB-120291,2026-07-05,payment,25.65,-9.07,0.00,16.58
ST-1200353,MLB-120306,2026-07-05,payment,3346.12,-334.61,-21.90,2989.61
ST-1200359,MLB-120312,2026-07-05,payment,208.50,-25.02,-21.90,161.58
ST-1200372,MLB-120323,2026-07-05,payment,1567.38,-250.78,-39.90,1276.70
ST-1200394,MLB-120340,2026-07-05,payment,401.02,-64.16,-39.90,296.96
ST-1200444,MLB-120386,2026-07-05,payment,848.92,-93.38,-39.90,715.64
ST-1200449,MLB-120392,2026-07-05,payment,138.90,-29.17,-21.90,87.83
ST-1200455,MLB-120398,2026-07-05,payment,82.99,-23.51,-21.90,37.58
ST-1200029,MLB-120025,2026-07-06,payment,4085.70,-653.71,-39.90,3392.09
