order_id,order_date,status,category,listing_type,weight_class,unit_price,quantity,gross_amount,installments,refund_amount
MLB-100001,2026-07-14,paid,fashion,classic,standard,583.73,2,1167.46,1,0.00
MLB-100002,2026-07-08,chargeback,fashion,classic,standard,34.58,3,103.74,1,0.00
MLB-100003,2026-07-11,paid,books,classic,standard,2292.95,3,6878.85,3,0.00
MLB-100004,2026-07-24,delivered,books,premium,standard,60.60,3,181.80,6,0.00
MLB-100005,2026-07-16,delivered,toys,premium,standard,302.12,3,906.36,12,0.00
MLB-100006,2026-07-03,delivered,electronics,premium,standard,291.35,2,582.70,1,0.00
MLB-100007,2026-07-21,delivered,toys,premium,standard,144.07,2,288.14,10,0.00
MLB-100008,2026-07-09,paid,home,premium,heavy,2184.67,1,2184.67,10,0.00
MLB-100009,2026-07-23,delivered,electronics,premium,heavy,1627.90,1,1627.90,6,0.00
MLB-100010,2026-07-06,paid,books,premium,standard,1504.45,3,4513.35,1,0.00
MLB-100011,2026-07-14,delivered,books,classic,standard,41.96,2,83.92,1,0.00
MLB-100012,2026-07-07,delivered,fashion,classic,standard,2434.21,2,4868.42,1,0.00
MLB-100013,2026-07-11,paid,toys,classic,standard,15.95,2,31.90,3,0.00
MLB-100014,2026-07-09,paid,books,premium,standard,808.79,1,808.79,10,0.00
MLB-100015,2026-07-22,delivered,home,classic,standard,20.11,3,60.33,1,0.00
MLB-100016,2026-07-07,delivered,books,premium,standard,2296.53,3,6889.59,1,0.00
MLB-100017,2026-07-26,paid,home,classic,heavy,1942.86,2,3885.72,1,0.00
MLB-100018,2026-07-18,paid,fashion,premium,standard,1067.06,3,3201.18,10,0.00
MLB-100019,2026-07-22,paid,fashion,premium,standard,2026.40,1,2026.40,3,0.00
MLB-100020,2026-07-10,paid,home,premium,heavy,1642.62,1,1642.62,12,0.00
MLB-100021,2026-07-26,paid,home,classic,standard,283.30,3,849.90,3,0.00
MLB-100022,2026-07-24,refunded,books,classic,standard,42.03,1,42.03,1,42.03
MLB-100023,2026-07-20,delivered,toys,premium,standard,152.55,1,152.55,1,0.00
MLB-100024,2026-07-18,paid,electronics,classic,heavy,765.14,1,765.14,1,0.00
MLB-100025,2026-07-07,paid,books,classic,standard,1634.68,2,3269.36,3,0.00
MLB-100026,2026-07-25,cancelled,electronics,classic,standard,19.50,1,19.50,1,0.00
MLB-100027,2026-07-16,paid,home,classic,standard,17.92,1,17.92,1,0.00
MLB-100028,2026-07-26,paid,electronics,classic,standard,241.23,3,723.69,3,0.00
MLB-100029,2026-07-01,delivered,fashion,premium,standard,55.32,3,165.96,1,0.00
MLB-100030,2026-07-17,paid,electronics,premium,standard,22.97,1,22.97,10,0.00
MLB-100031,2026-07-12,paid,home,classic,standard,25.13,3,75.39,1,0.00
MLB-100032,2026-07-04,paid,fashion,classic,standard,324.70,1,324.70,1,0.00
MLB-100033,2026-07-22,delivered,fashion,premium,standard,1758.92,1,1758.92,1,0.00
MLB-100034,2026-07-15,refunded,books,premium,standard,1570.82,1,1570.82,12,1570.82
MLB-100035,2026-07-18,delivered,books,premium,standard,1843.98,3,5531.94,1,0.00
MLB-100036,2026-07-17,delivered,electronics,classic,heavy,2303.62,1,2303.62,1,0.00
MLB-100037,2026-07-09,paid,home,classic,heavy,959.14,1,959.14,3,0.00
MLB-100038,2026-07-04,cancelled,toys,premium,standard,360.17,1,360.17,1,0.00
MLB-100039,2026-07-28,paid,home,classic,standard,264.62,2,529.24,3,0.00
MLB-100040,2026-07-27,paid,fashion,premium,standard,291.10,3,873.30,1,0.00
MLB-100041,2026-07-14,delivered,electronics,premium,heavy,1298.70,3,3896.10,1,0.00
MLB-100042,2026-07-17,partially_refunded,toys,classic,standard,410.23,1,410.23,3,287.16
MLB-100043,2026-07-02,refunded,electronics,classic,heavy,1264.58,1,1264.58,3,1264.58
MLB-100044,2026-07-27,delivered,home,premium,heavy,449.98,1,449.98,3,0.00
MLB-100045,2026-07-05,delivered,books,premium,standard,25.52,2,51.04,3,0.00
MLB-100046,2026-07-23,delivered,electronics,premium,heavy,1555.84,1,1555.84,3,0.00
MLB-100047,2026-07-09,delivered,home,classic,standard,52.83,2,105.66,1,0.00
MLB-100048,2026-07-19,paid,fashion,classic,standard,26.50,1,26.50,3,0.00
MLB-100049,2026-07-10,partially_refunded,electronics,premium,standard,304.14,2,608.28,6,304.14
MLB-100050,2026-07-12,paid,electronics,premium,standard,49.63,2,99.26,1,0.00
MLB-100051,2026-07-06,paid,toys,premium,standard,1376.54,1,1376.54,12,0.00
MLB-100052,2026-07-10,refunded,electronics,premium,heavy,1492.00,2,2984.00,10,2984.00
MLB-100053,2026-07-10,paid,fashion,classic,standard,1754.65,1,1754.65,1,0.00
MLB-100054,2026-07-19,delivered,fashion,classic,standard,43.38,1,43.38,1,0.00
MLB-100055,2026-07-01,paid,electronics,premium,standard,398.92,1,398.92,6,0.00
MLB-100056,2026-07-26,paid,books,premium,standard,281.98,1,281.98,12,0.00
MLB-100057,2026-07-03,partially_refunded,books,premium,standard,84.34,1,84.34,3,42.17
MLB-100058,2026-07-21,delivered,fashion,premium,standard,384.26,1,384.26,10,0.00
MLB-100059,2026-07-12,paid,fashion,classic,standard,25.89,1,25.89,3,0.00
MLB-100060,2026-07-21,cancelled,electronics,classic,heavy,505.18,1,505.18,3,0.00
