order_id,order_date,status,category,listing_type,weight_class,unit_price,quantity,gross_amount,installments,refund_amount
MLB-130001,2026-07-08,delivered,electronics,premium,standard,190.08,1,190.08,10,0.00
MLB-130002,2026-07-09,paid,electronics,premium,standard,351.59,1,351.59,6,0.00
MLB-130003,2026-07-07,cancelled,toys,premium,standard,2020.25,1,2020.25,6,0.00
MLB-130004,2026-07-10,paid,electronics,premium,heavy,454.59,1,454.59,1,0.00
MLB-130005,2026-07-01,refunded,fashion,classic,standard,1943.27,1,1943.27,1,1943.27
MLB-130006,2026-07-11,delivered,electronics,premium,standard,360.25,1,360.25,10,0.00
MLB-130007,2026-07-12,delivered,electronics,premium,standard,139.58,1,139.58,12,0.00
MLB-130008,2026-07-13,delivered,electronics,premium,standard,29.92,1,29.92,1,0.00
MLB-130009,2026-07-14,paid,electronics,premium,heavy,2253.85,3,6761.55,12,0.00
MLB-130010,2026-07-15,paid,electronics,classic,heavy,1030.83,3,3092.49,1,0.00
MLB-130011,2026-07-16,delivered,electronics,premium,standard,52.76,2,105.52,3,0.00
MLB-130012,2026-07-17,paid,electronics,premium,heavy,424.29,1,424.29,1,0.00
MLB-130013,2026-07-18,paid,electronics,premium,heavy,792.20,1,792.20,10,0.00
MLB-130014,2026-07-08,paid,electronics,premium,heavy,1974.70,2,3949.40,1,0.00
MLB-130015,2026-07-01,paid,fashion,premium,standard,2409.21,1,2409.21,6,0.00
MLB-130016,2026-07-27,delivered,books,classic,standard,2197.48,1,2197.48,1,0.00
MLB-130017,2026-07-24,paid,fashion,classic,standard,73.13,1,73.13,1,0.00
MLB-130018,2026-07-20,refunded,home,premium,standard,367.55,1,367.55,12,367.55
MLB-130019,2026-07-25,refunded,toys,premium,standard,96.81,1,96.81,6,96.81
MLB-130020,2026-07-16,delivered,fashion,classic,standard,1037.57,1,1037.57,3,0.00
MLB-130021,2026-07-05,delivered,home,premium,standard,201.67,1,201.67,12,0.00
MLB-130022,2026-07-08,delivered,home,classic,standard,390.65,1,390.65,3,0.00
MLB-130023,2026-07-16,delivered,books,classic,standard,2233.49,3,6700.47,3,0.00
MLB-130024,2026-07-26,delivered,books,classic,standard,2084.33,1,2084.33,1,0.00
MLB-130025,2026-07-06,paid,home,classic,heavy,478.42,1,478.42,3,0.00
MLB-130026,2026-07-16,delivered,fashion,classic,standard,526.91,3,1580.73,1,0.00
MLB-130027,2026-07-14,delivered,fashion,classic,standard,23.23,1,23.23,3,0.00
MLB-130028,2026-07-02,partially_refunded,electronics,classic,standard,36.26,2,72.52,1,14.50
MLB-130029,2026-07-13,delivered,home,classic,standard,76.08,3,228.24,1,0.00
MLB-130030,2026-07-16,delivered,books,premium,standard,34.50,1,34.50,10,0.00
MLB-130031,2026-07-28,delivered,books,premium,standard,785.51,1,785.51,12,0.00
MLB-130032,2026-07-09,delivered,home,classic,heavy,513.80,3,1541.40,1,0.00
MLB-130033,2026-07-25,partially_refunded,books,classic,standard,37.97,2,75.94,1,45.56
MLB-130034,2026-07-15,paid,books,classic,standard,60.78,1,60.78,1,0.00
MLB-130035,2026-07-03,delivered,home,classic,standard,38.61,1,38.61,1,0.00
MLB-130036,2026-07-12,paid,fashion,premium,standard,370.98,2,741.96,6,0.00
MLB-130037,2026-07-19,delivered,fashion,classic,standard,2022.43,2,4044.86,1,0.00
MLB-130038,2026-07-28,paid,toys,premium,standard,1335.31,2,2670.62,3,0.00
MLB-130039,2026-07-06,paid,electronics,classic,standard,48.63,1,48.63,1,0.00
MLB-130040,2026-07-02,paid,home,classic,heavy,2212.83,1,2212.83,1,0.00
MLB-130041,2026-07-15,partially_refunded,books,classic,standard,725.02,3,2175.06,1,1087.53
MLB-130042,2026-07-26,paid,books,classic,standard,56.04,1,56.04,1,0.00
MLB-130043,2026-07-07,delivered,fashion,classic,standard,196.17,1,196.17,3,0.00
MLB-130044,2026-07-18,cancelled,home,premium,standard,76.21,3,228.63,12,0.00
MLB-130045,2026-07-21,cancelled,home,classic,heavy,1443.36,1,1443.36,1,0.00
MLB-130046,2026-07-25,delivered,electronics,premium,standard,74.69,1,74.69,1,0.00
MLB-130047,2026-07-03,delivered,books,classic,standard,55.64,1,55.64,1,0.00
MLB-130048,2026-07-20,paid,electronics,premium,standard,308.43,1,308.43,12,0.00
MLB-130049,2026-07-12,paid,home,classic,heavy,1370.08,2,2740.16,1,0.00
MLB-130050,2026-07-16,delivered,fashion,premium,standard,781.67,1,781.67,10,0.00
MLB-130051,2026-07-19,delivered,electronics,premium,standard,261.04,2,522.08,1,0.00
MLB-130052,2026-07-03,partially_refunded,fashion,classic,standard,17.93,1,17.93,1,3.59
MLB-130053,2026-07-28,paid,toys,premium,standard,1966.39,1,1966.39,10,0.00
MLB-130054,2026-07-23,delivered,fashion,premium,standard,43.06,3,129.18,10,0.00
MLB-130055,2026-07-17,paid,home,premium,heavy,2045.54,2,4091.08,1,0.00
MLB-130056,2026-07-25,paid,toys,classic,standard,298.58,2,597.16,1,0.00
MLB-130057,2026-07-11,delivered,toys,premium,standard,64.40,1,64.40,3,0.00
MLB-130058,2026-07-23,delivered,toys,classic,standard,2176.09,3,6528.27,1,0.00
MLB-130059,2026-07-23,delivered,electronics,classic,standard,73.12,2,146.24,1,0.00
MLB-130060,2026-07-26,delivered,home,premium,standard,295.60,1,295.60,3,0.00
MLB-130061,2026-07-15,paid,home,classic,standard,245.04,1,245.04,1,0.00
MLB-130062,2026-07-12,paid,home,classic,heavy,2443.00,2,4886.00,3,0.00
MLB-130063,2026-07-16,paid,home,premium,standard,125.72,1,125.72,6,0.00
MLB-130064,2026-07-28,delivered,home,premium,standard,59.78,1,59.78,1,0.00
MLB-130065,2026-07-19,delivered,electronics,classic,standard,69.22,1,69.22,1,0.00
MLB-130066,2026-07-28,delivered,fashion,classic,standard,2117.25,3,6351.75,1,0.00
MLB-130067,2026-07-08,paid,books,classic,standard,327.89,1,327.89,1,0.00
MLB-130068,2026-07-12,paid,home,classic,standard,88.11,2,176.22,1,0.00
MLB-130069,2026-07-11,paid,fashion,classic,standard,2120.48,3,6361.44,1,0.00
MLB-130070,2026-07-26,delivered,books,classic,standard,67.07,2,134.14,3,0.00
MLB-130071,2026-07-06,delivered,toys,classic,standard,17.03,1,17.03,1,0.00
MLB-130072,2026-07-23,chargeback,toys,premium,standard,2019.33,3,6057.99,6,0.00
MLB-130073,2026-07-05,refunded,fashion,premium,standard,97.42,2,194.84,3,194.84
MLB-130074,2026-07-11,refunded,electronics,classic,standard,345.56,2,691.12,1,691.12
MLB-130075,2026-07-16,paid,toys,classic,standard,1694.93,3,5084.79,1,0.00
MLB-130076,2026-07-20,cancelled,electronics,classic,heavy,448.94,3,1346.82,1,0.00
MLB-130077,2026-07-15,delivered,home,classic,heavy,934.76,1,934.76,1,0.00
MLB-130078,2026-07-25,paid,books,classic,standard,38.59,1,38.59,1,0.00
MLB-130079,2026-07-07,paid,toys,premium,standard,208.14,3,624.42,1,0.00
MLB-130080,2026-07-06,delivered,home,premium,standard,81.44,3,244.32,3,0.00
MLB-130081,2026-07-15,paid,fashion,classic,standard,634.51,3,1903.53,1,0.00
MLB-130082,2026-07-03,delivered,toys,classic,standard,221.98,2,443.96,3,0.00
MLB-130083,2026-07-14,paid,electronics,classic,heavy,2013.19,3,6039.57,3,0.00
MLB-130084,2026-07-01,paid,toys,premium,standard,2119.23,3,6357.69,6,0.00
MLB-130085,2026-07-10,refunded,fashion,premium,standard,312.19,2,624.38,3,624.38
MLB-130086,2026-07-19,paid,electronics,premium,heavy,2181.58,2,4363.16,1,0.00
MLB-130087,2026-07-27,paid,toys,classic,standard,58.13,2,116.26,3,0.00
MLB-130088,2026-07-14,delivered,electronics,premium,standard,19.96,1,19.96,12,0.00
MLB-130089,2026-07-17,partially_refunded,toys,classic,standard,15.09,1,15.09,1,6.04
MLB-130090,2026-07-20,paid,home,premium,heavy,2366.42,1,2366.42,10,0.00
MLB-130091,2026-07-03,delivered,electronics,classic,heavy,2043.27,1,2043.27,1,0.00
MLB-130092,2026-07-04,delivered,electronics,classic,standard,170.76,2,341.52,1,0.00
MLB-130093,2026-07-24,paid,toys,premium,standard,131.08,1,131.08,12,0.00
MLB-130094,2026-07-05,delivered,toys,premium,standard,38.71,1,38.71,3,0.00
MLB-130095,2026-07-07,paid,books,classic,standard,669.81,1,669.81,1,0.00
MLB-130096,2026-07-24,paid,home,premium,standard,110.41,1,110.41,3,0.00
MLB-130097,2026-07-09,partially_refunded,electronics,premium,standard,22.42,1,22.42,12,15.69
MLB-130098,2026-07-27,paid,fashion,premium,standard,377.30,3,1131.90,3,0.00
MLB-130099,2026-07-02,paid,toys,premium,standard,382.46,2,764.92,10,0.00
MLB-130100,2026-07-23,paid,books,classic,standard,22.78,1,22.78,3,0.00
MLB-130101,2026-07-11,refunded,home,premium,standard,18.12,1,18.12,10,18.12
MLB-130102,2026-07-07,delivered,toys,premium,standard,416.32,2,832.64,3,0.00
MLB-130103,2026-07-03,delivered,fashion,premium,standard,253.14,3,759.42,6,0.00
MLB-130104,2026-07-21,paid,books,premium,standard,285.65,1,285.65,3,0.00
MLB-130105,2026-07-11,delivered,fashion,premium,standard,66.19,1,66.19,1,0.00
MLB-130106,2026-07-21,delivered,electronics,premium,standard,63.18,1,63.18,1,0.00
MLB-130107,2026-07-18,paid,electronics,premium,standard,318.62,3,955.86,10,0.00
MLB-130108,2026-07-17,delivered,home,classic,standard,166.26,1,166.26,1,0.00
MLB-130109,2026-07-17,delivered,home,premium,standard,156.17,2,312.34,3,0.00
MLB-130110,2026-07-05,delivered,toys,premium,standard,340.68,1,340.68,3,0.00
MLB-130111,2026-07-10,refunded,home,classic,heavy,2448.50,3,7345.50,3,7345.50
MLB-130112,2026-07-16,delivered,home,premium,standard,33.41,1,33.41,10,0.00
MLB-130113,2026-07-12,paid,home,premium,standard,42.63,1,42.63,10,0.00
MLB-130114,2026-07-14,paid,books,classic,standard,291.26,1,291.26,1,0.00
MLB-130115,2026-07-18,delivered,electronics,classic,heavy,1748.89,2,3497.78,1,0.00
MLB-130116,2026-07-04,delivered,home,premium,standard,111.47,1,111.47,6,0.00
MLB-130117,2026-07-18,delivered,electronics,premium,standard,31.99,1,31.99,10,0.00
MLB-130118,2026-07-12,delivered,books,classic,standard,32.88,2,65.76,1,0.00
MLB-130119,2026-07-22,paid,home,classic,heavy,1599.86,2,3199.72,1,0.00
MLB-130120,2026-07-15,paid,books,premium,standard,16.92,1,16.92,12,0.00
MLB-130121,2026-07-19,cancelled,electronics,premium,heavy,2042.53,3,6127.59,12,0.00
MLB-130122,2026-07-14,paid,home,classic,standard,183.92,1,183.92,1,0.00
MLB-130123,2026-07-25,paid,books,classic,standard,1930.60,3,5791.80,1,0.00
MLB-130124,2026-07-03,paid,electronics,classic,standard,30.61,1,30.61,1,0.00
MLB-130125,2026-07-09,paid,toys,premium,standard,365.17,3,1095.51,12,0.00
MLB-130126,2026-07-28,delivered,books,premium,standard,1625.46,3,4876.38,12,0.00
MLB-130127,2026-07-25,delivered,electronics,classic,heavy,1920.75,1,1920.75,1,0.00
MLB-130128,2026-07-03,paid,books,premium,standard,33.54,1,33.54,1,0.00
MLB-130129,2026-07-09,cancelled,books,classic,standard,95.45,1,95.45,1,0.00
MLB-130130,2026-07-07,delivered,books,premium,standard,2014.71,2,4029.42,12,0.00
MLB-130131,2026-07-26,paid,electronics,classic,heavy,621.67,3,1865.01,1,0.00
MLB-130132,2026-07-08,delivered,electronics,classic,standard,279.72,2,559.44,1,0.00
MLB-130133,2026-07-07,delivered,fashion,classic,standard,308.41,1,308.41,1,0.00
MLB-130134,2026-07-09,delivered,fashion,classic,standard,486.78,3,1460.34,1,0.00
MLB-130135,2026-07-25,delivered,books,premium,standard,312.85,1,312.85,10,0.00
MLB-130136,2026-07-07,delivered,fashion,premium,standard,914.41,2,1828.82,1,0.00
MLB-130137,2026-07-19,refunded,home,classic,heavy,794.12,2,1588.24,3,1588.24
MLB-130138,2026-07-08,delivered,electronics,classic,standard,32.57,1,32.57,1,0.00
MLB-130139,2026-07-27,paid,toys,classic,standard,138.20,3,414.60,3,0.00
MLB-130140,2026-07-23,paid,electronics,premium,heavy,1611.75,1,1611.75,10,0.00
MLB-130141,2026-07-01,delivered,home,premium,standard,53.01,1,53.01,10,0.00
MLB-130142,2026-07-02,delivered,fashion,premium,standard,346.28,1,346.28,1,0.00
MLB-130143,2026-07-02,cancelled,toys,premium,standard,70.99,2,141.98,3,0.00
MLB-130144,2026-07-25,paid,toys,classic,standard,789.56,1,789.56,1,0.00
MLB-130145,2026-07-04,delivered,electronics,premium,standard,78.27,1,78.27,3,0.00
MLB-130146,2026-07-21,refunded,electronics,classic,standard,64.96,1,64.96,3,64.96
MLB-130147,2026-07-15,paid,books,premium,standard,20.02,2,40.04,6,0.00
MLB-130148,2026-07-12,paid,books,premium,standard,1839.83,2,3679.66,1,0.00
MLB-130149,2026-07-04,partially_refunded,fashion,classic,standard,62.70,1,62.70,1,37.62
MLB-130150,2026-07-13,paid,home,premium,standard,19.80,1,19.80,1,0.00
