order_id,order_date,status,category,listing_type,weight_class,unit_price,quantity,gross_amount,installments,refund_amount
MLB-050001,2026-07-20,paid,toys,classic,standard,967.75,1,967.75,1,0.00
MLB-050002,2026-07-04,paid,books,premium,standard,153.12,1,153.12,1,0.00
MLB-050003,2026-07-12,delivered,books,classic,standard,610.39,1,610.39,3,0.00
MLB-050004,2026-07-17,delivered,toys,premium,standard,914.21,1,914.21,12,0.00
MLB-050005,2026-07-21,delivered,books,classic,standard,2360.91,1,2360.91,1,0.00
MLB-050006,2026-07-23,delivered,electronics,premium,standard,152.40,2,304.80,12,0.00
MLB-050007,2026-07-14,paid,fashion,classic,standard,1667.49,2,3334.98,1,0.00
MLB-050008,2026-07-07,partially_refunded,fashion,premium,standard,427.63,1,427.63,1,299.34
MLB-050009,2026-07-02,paid,toys,premium,standard,434.84,1,434.84,6,0.00
MLB-050010,2026-07-22,paid,home,premium,heavy,2460.26,3,7380.78,3,0.00
MLB-050011,2026-07-27,paid,books,premium,standard,2257.16,1,2257.16,1,0.00
MLB-050012,2026-07-12,delivered,toys,classic,standard,1301.57,3,3904.71,1,0.00
MLB-050013,2026-07-18,delivered,books,premium,standard,50.58,2,101.16,1,0.00
MLB-050014,2026-07-24,paid,home,premium,standard,52.72,2,105.44,12,0.00
MLB-050015,2026-07-14,paid,toys,premium,standard,69.40,2,138.80,1,0.00
MLB-050016,2026-07-01,paid,books,premium,standard,48.14,1,48.14,1,0.00
MLB-050017,2026-07-11,paid,books,classic,standard,324.39,2,648.78,3,0.00
MLB-050018,2026-07-03,paid,fashion,classic,standard,225.64,1,225.64,1,0.00
MLB-050019,2026-07-01,paid,books,classic,standard,71.79,3,215.37,1,0.00
MLB-050020,2026-07-23,paid,fashion,classic,standard,38.40,1,38.40,3,0.00
MLB-050021,2026-07-03,delivered,electronics,classic,heavy,1070.34,1,1070.34,3,0.00
MLB-050022,2026-07-02,cancelled,electronics,classic,heavy,1728.39,1,1728.39,1,0.00
MLB-050023,2026-07-06,paid,books,premium,standard,363.23,1,363.23,6,0.00
MLB-050024,2026-07-02,delivered,books,classic,standard,269.04,1,269.04,1,0.00
MLB-050025,2026-07-14,paid,toys,classic,standard,1403.53,1,1403.53,3,0.00
MLB-050026,2026-07-24,delivered,electronics,premium,standard,75.09,2,150.18,10,0.00
MLB-050027,2026-07-14,chargeback,home,premium,heavy,1576.06,1,1576.06,1,0.00
MLB-050028,2026-07-14,paid,toys,premium,standard,69.61,1,69.61,3,0.00
MLB-050029,2026-07-14,delivered,electronics,premium,heavy,1101.24,1,1101.24,1,0.00
MLB-050030,2026-07-02,partially_refunded,toys,premium,standard,34.03,1,34.03,1,23.82
MLB-050031,2026-07-11,cancelled,home,classic,standard,29.53,1,29.53,3,0.00
MLB-050032,2026-07-05,delivered,home,classic,standard,30.35,2,60.70,3,0.00
MLB-050033,2026-07-28,paid,toys,premium,standard,44.50,1,44.50,10,0.00
MLB-050034,2026-07-16,paid,toys,classic,standard,45.02,3,135.06,1,0.00
MLB-050035,2026-07-14,refunded,books,premium,standard,1942.06,1,1942.06,12,1942.06
MLB-050036,2026-07-13,delivered,electronics,premium,standard,312.44,2,624.88,6,0.00
MLB-050037,2026-07-03,refunded,books,premium,standard,1548.96,1,1548.96,1,1548.96
MLB-050038,2026-07-09,paid,fashion,premium,standard,58.85,1,58.85,10,0.00
MLB-050039,2026-07-20,delivered,toys,classic,standard,1487.56,1,1487.56,1,0.00
MLB-050040,2026-07-23,delivered,books,classic,standard,1661.28,1,1661.28,1,0.00
MLB-050041,2026-07-01,paid,home,classic,standard,154.03,3,462.09,3,0.00
MLB-050042,2026-07-02,paid,home,premium,standard,58.26,1,58.26,12,0.00
MLB-050043,2026-07-28,paid,books,classic,standard,426.94,2,853.88,1,0.00
MLB-050044,2026-07-20,paid,books,classic,standard,46.90,1,46.90,3,0.00
MLB-050045,2026-07-01,paid,fashion,classic,standard,580.30,1,580.30,1,0.00
MLB-050046,2026-07-20,delivered,electronics,classic,standard,125.67,1,125.67,1,0.00
MLB-050047,2026-07-18,delivered,electronics,premium,heavy,433.61,2,867.22,3,0.00
MLB-050048,2026-07-06,paid,books,premium,standard,441.28,2,882.56,1,0.00
MLB-050049,2026-07-21,delivered,books,premium,standard,140.12,1,140.12,10,0.00
MLB-050050,2026-07-11,refunded,electronics,premium,standard,35.19,2,70.38,12,70.38
