order_id,order_date,status,category,listing_type,weight_class,unit_price,quantity,gross_amount,installments,refund_amount
MLB-080001,2026-07-18,paid,toys,classic,standard,2050.46,3,6151.38,1,0.00
MLB-080002,2026-07-03,delivered,electronics,classic,heavy,488.42,3,1465.26,1,0.00
MLB-080003,2026-07-24,delivered,books,classic,standard,115.77,1,115.77,1,0.00
MLB-080004,2026-07-18,delivered,home,classic,heavy,1210.39,2,2420.78,1,0.00
MLB-080005,2026-07-21,paid,home,classic,standard,120.90,1,120.90,1,0.00
MLB-080006,2026-07-13,paid,home,premium,standard,47.42,3,142.26,6,0.00
MLB-080007,2026-07-05,delivered,toys,classic,standard,233.50,1,233.50,1,0.00
MLB-080008,2026-07-01,partially_refunded,books,premium,standard,47.59,1,47.59,1,23.80
MLB-080009,2026-07-02,paid,toys,classic,standard,66.38,1,66.38,1,0.00
MLB-080010,2026-07-06,delivered,fashion,classic,standard,28.95,1,28.95,3,0.00
MLB-080011,2026-07-07,partially_refunded,home,classic,heavy,1502.09,2,3004.18,1,2102.93
MLB-080012,2026-07-21,paid,books,premium,standard,95.78,1,95.78,3,0.00
MLB-080013,2026-07-07,paid,electronics,classic,standard,165.07,1,165.07,1,0.00
MLB-080014,2026-07-13,delivered,fashion,classic,standard,38.16,1,38.16,1,0.00
MLB-080015,2026-07-03,delivered,electronics,premium,standard,361.62,3,1084.86,3,0.00
MLB-080016,2026-07-02,paid,fashion,premium,standard,18.08,3,54.24,3,0.00
MLB-080017,2026-07-28,paid,home,premium,standard,287.29,3,861.87,10,0.00
MLB-080018,2026-07-19,partially_refunded,toys,classic,standard,1149.47,1,1149.47,1,344.84
MLB-080019,2026-07-13,paid,electronics,premium,heavy,2379.25,1,2379.25,12,0.00
MLB-080020,2026-07-28,paid,fashion,classic,standard,57.01,2,114.02,1,0.00
MLB-080021,2026-07-21,paid,toys,classic,standard,284.59,1,284.59,3,0.00
MLB-080022,2026-07-14,paid,toys,classic,standard,313.02,2,626.04,3,0.00
MLB-080023,2026-07-11,paid,electronics,classic,heavy,1539.27,1,1539.27,1,0.00
MLB-080024,2026-07-10,paid,toys,premium,standard,71.75,3,215.25,1,0.00
MLB-080025,2026-07-23,partially_refunded,fashion,premium,standard,40.91,3,122.73,3,49.09
MLB-080026,2026-07-28,delivered,books,classic,standard,590.58,1,590.58,1,0.00
MLB-080027,2026-07-12,paid,home,classic,standard,382.62,1,382.62,3,0.00
MLB-080028,2026-07-07,delivered,electronics,classic,standard,224.79,3,674.37,1,0.00
MLB-080029,2026-07-04,paid,books,premium,standard,217.01,3,651.03,12,0.00
MLB-080030,2026-07-03,paid,electronics,classic,standard,68.88,1,68.88,1,0.00
MLB-080031,2026-07-15,delivered,toys,classic,standard,795.96,3,2387.88,3,0.00
MLB-080032,2026-07-17,delivered,toys,premium,standard,415.73,1,415.73,10,0.00
MLB-080033,2026-07-13,delivered,toys,classic,standard,53.79,3,161.37,1,0.00
MLB-080034,2026-07-03,delivered,fashion,classic,standard,369.84,1,369.84,1,0.00
MLB-080035,2026-07-03,paid,books,classic,standard,23.72,1,23.72,1,0.00
MLB-080036,2026-07-12,paid,toys,classic,standard,55.46,1,55.46,3,0.00
MLB-080037,2026-07-25,refunded,fashion,classic,standard,102.11,1,102.11,1,102.11
MLB-080038,2026-07-27,delivered,toys,classic,standard,200.39,1,200.39,1,0.00
MLB-080039,2026-07-16,delivered,fashion,premium,standard,48.96,1,48.96,10,0.00
MLB-080040,2026-07-04,paid,home,premium,standard,164.66,2,329.32,6,0.00
MLB-080041,2026-07-17,refunded,books,premium,standard,22.70,3,68.10,1,68.10
MLB-080042,2026-07-24,cancelled,fashion,premium,standard,311.07,1,311.07,6,0.00
MLB-080043,2026-07-05,paid,fashion,premium,standard,78.69,1,78.69,3,0.00
MLB-080044,2026-07-03,delivered,toys,classic,standard,418.23,3,1254.69,1,0.00
MLB-080045,2026-07-08,delivered,fashion,premium,standard,304.26,1,304.26,6,0.00
MLB-080046,2026-07-02,paid,home,classic,standard,82.46,1,82.46,1,0.00
MLB-080047,2026-07-26,paid,fashion,classic,standard,298.72,2,597.44,1,0.00
MLB-080048,2026-07-14,delivered,home,premium,heavy,894.04,1,894.04,3,0.00
MLB-080049,2026-07-02,delivered,fashion,premium,standard,2074.30,1,2074.30,3,0.00
MLB-080050,2026-07-17,delivered,electronics,premium,standard,224.63,2,449.26,1,0.00
MLB-080051,2026-07-14,delivered,fashion,premium,standard,58.77,1,58.77,10,0.00
MLB-080052,2026-07-06,delivered,electronics,classic,standard,85.00,3,255.00,1,0.00
MLB-080053,2026-07-15,paid,books,classic,standard,1989.24,3,5967.72,3,0.00
MLB-080054,2026-07-12,paid,toys,premium,standard,65.31,1,65.31,1,0.00
MLB-080055,2026-07-16,delivered,home,classic,heavy,426.87,1,426.87,3,0.00
MLB-080056,2026-07-02,paid,books,classic,standard,375.05,2,750.10,3,0.00
MLB-080057,2026-07-03,delivered,home,classic,heavy,1405.32,1,1405.32,1,0.00
MLB-080058,2026-07-09,delivered,home,classic,heavy,437.02,1,437.02,1,0.00
MLB-080059,2026-07-08,delivered,toys,premium,standard,704.01,1,704.01,6,0.00
MLB-080060,2026-07-18,delivered,toys,premium,standard,267.88,3,803.64,3,0.00
MLB-080061,2026-07-27,refunded,toys,premium,standard,2289.09,3,6867.27,1,6867.27
MLB-080062,2026-07-25,delivered,fashion,premium,standard,1726.03,2,3452.06,3,0.00
MLB-080063,2026-07-12,paid,home,classic,standard,67.61,1,67.61,3,0.00
MLB-080064,2026-07-12,paid,fashion,premium,standard,1058.84,2,2117.68,3,0.00
MLB-080065,2026-07-02,delivered,toys,classic,standard,967.25,2,1934.50,3,0.00
MLB-080066,2026-07-05,paid,electronics,classic,heavy,905.21,1,905.21,1,0.00
MLB-080067,2026-07-13,delivered,fashion,premium,standard,1842.23,2,3684.46,12,0.00
MLB-080068,2026-07-09,paid,electronics,premium,heavy,554.35,1,554.35,12,0.00
MLB-080069,2026-07-11,delivered,toys,classic,standard,15.63,3,46.89,3,0.00
MLB-080070,2026-07-02,delivered,fashion,premium,standard,17.26,1,17.26,3,0.00
MLB-080071,2026-07-05,delivered,toys,premium,standard,72.12,3,216.36,6,0.00
MLB-080072,2026-07-05,refunded,books,premium,standard,55.50,2,111.00,6,111.00
MLB-080073,2026-07-05,delivered,toys,classic,standard,37.20,2,74.40,1,0.00
MLB-080074,2026-07-18,delivered,toys,classic,standard,620.17,1,620.17,1,0.00
MLB-080075,2026-07-07,paid,fashion,classic,standard,171.29,3,513.87,1,0.00
MLB-080076,2026-07-07,paid,toys,premium,standard,87.65,1,87.65,3,0.00
MLB-080077,2026-07-04,refunded,fashion,classic,standard,657.08,1,657.08,3,657.08
MLB-080078,2026-07-13,cancelled,toys,premium,standard,215.62,2,431.24,10,0.00
MLB-080079,2026-07-27,delivered,electronics,classic,standard,33.26,1,33.26,1,0.00
MLB-080080,2026-07-02,paid,home,premium,heavy,1543.41,2,3086.82,6,0.00
MLB-080081,2026-07-05,partially_refunded,fashion,classic,standard,1486.27,1,1486.27,1,743.14
MLB-080082,2026-07-25,delivered,books,premium,standard,67.04,1,67.04,12,0.00
MLB-080083,2026-07-15,delivered,home,classic,heavy,577.00,1,577.00,1,0.00
MLB-080084,2026-07-09,delivered,books,classic,standard,1994.67,3,5984.01,1,0.00
MLB-080085,2026-07-03,paid,books,classic,standard,362.25,1,362.25,3,0.00
MLB-080086,2026-07-17,paid,electronics,classic,heavy,2109.82,2,4219.64,1,0.00
MLB-080087,2026-07-01,delivered,books,premium,standard,536.68,3,1610.04,1,0.00
MLB-080088,2026-07-24,partially_refunded,toys,classic,standard,306.33,2,612.66,3,428.86
MLB-080089,2026-07-22,paid,electronics,classic,heavy,760.72,1,760.72,1,0.00
MLB-080090,2026-07-21,refunded,books,classic,standard,397.81,1,397.81,3,397.81
MLB-080091,2026-07-16,paid,books,classic,standard,2114.75,1,2114.75,3,0.00
MLB-080092,2026-07-10,delivered,home,premium,heavy,1134.92,1,1134.92,12,0.00
MLB-080093,2026-07-18,paid,electronics,classic,standard,397.11,1,397.11,1,0.00
MLB-080094,2026-07-12,paid,fashion,classic,standard,145.84,1,145.84,1,0.00
MLB-080095,2026-07-10,paid,home,classic,standard,190.53,2,381.06,1,0.00
MLB-080096,2026-07-23,delivered,books,classic,standard,421.27,2,842.54,1,0.00
MLB-080097,2026-07-03,delivered,books,premium,standard,277.61,1,277.61,3,0.00
MLB-080098,2026-07-03,delivered,toys,classic,standard,189.32,3,567.96,3,0.00
MLB-080099,2026-07-05,cancelled,electronics,premium,standard,26.61,1,26.61,12,0.00
MLB-080100,2026-07-12,paid,electronics,classic,heavy,1884.34,2,3768.68,1,0.00
MLB-080101,2026-07-11,paid,toys,classic,standard,441.14,1,441.14,1,0.00
MLB-080102,2026-07-12,delivered,books,premium,standard,37.68,2,75.36,3,0.00
MLB-080103,2026-07-04,delivered,toys,premium,standard,73.27,1,73.27,1,0.00
MLB-080104,2026-07-22,delivered,electronics,premium,standard,321.61,1,321.61,12,0.00
MLB-080105,2026-07-23,delivered,electronics,premium,heavy,2093.22,3,6279.66,1,0.00
MLB-080106,2026-07-22,paid,toys,classic,standard,1489.29,1,1489.29,1,0.00
MLB-080107,2026-07-23,cancelled,electronics,premium,heavy,706.85,1,706.85,6,0.00
MLB-080108,2026-07-24,delivered,toys,classic,standard,276.93,1,276.93,3,0.00
MLB-080109,2026-07-26,delivered,electronics,classic,standard,358.31,3,1074.93,3,0.00
MLB-080110,2026-07-23,paid,home,premium,standard,171.51,1,171.51,12,0.00
MLB-080111,2026-07-19,delivered,books,premium,standard,113.06,1,113.06,10,0.00
MLB-080112,2026-07-04,delivered,electronics,classic,heavy,959.02,3,2877.06,1,0.00
MLB-080113,2026-07-16,delivered,fashion,premium,standard,734.75,1,734.75,12,0.00
MLB-080114,2026-07-10,paid,electronics,classic,standard,94.58,3,283.74,3,0.00
MLB-080115,2026-07-20,refunded,home,premium,heavy,1285.95,3,3857.85,12,3857.85
MLB-080116,2026-07-03,cancelled,fashion,premium,standard,103.73,3,311.19,12,0.00
MLB-080117,2026-07-16,paid,books,premium,standard,311.23,1,311.23,12,0.00
MLB-080118,2026-07-23,paid,toys,classic,standard,2035.19,1,2035.19,1,0.00
MLB-080119,2026-07-04,delivered,fashion,premium,standard,1239.38,1,1239.38,10,0.00
MLB-080120,2026-07-10,paid,toys,classic,standard,1471.56,1,1471.56,1,0.00
MLB-080121,2026-07-28,delivered,books,classic,standard,17.50,2,35.00,1,0.00
MLB-080122,2026-07-08,delivered,toys,classic,standard,372.85,1,372.85,3,0.00
MLB-080123,2026-07-12,delivered,toys,premium,standard,61.75,1,61.75,1,0.00
MLB-080124,2026-07-19,delivered,electronics,premium,standard,20.56,1,20.56,10,0.00
MLB-080125,2026-07-07,delivered,home,classic,standard,73.53,1,73.53,3,0.00
MLB-080126,2026-07-03,partially_refunded,home,classic,standard,65.85,3,197.55,1,118.53
MLB-080127,2026-07-23,paid,fashion,premium,standard,15.14,3,45.42,3,0.00
MLB-080128,2026-07-26,delivered,electronics,premium,standard,270.04,1,270.04,1,0.00
MLB-080129,2026-07-06,paid,home,classic,standard,371.02,1,371.02,1,0.00
