settlement_id,order_id,settlement_date,type,gross_amount,marketplace_fee,shipping_fee,net_amount
ST-0700007,MLB-070007,2026-07-05,payment,73.99,-19.57,0.00,54.42
ST-0700009,MLB-070009,2026-07-05,payment,79.50,-22.84,-21.90,34.76
ST-0700052,MLB-070047,2026-07-05,payment,33.63,-10.29,0.00,23.34
ST-0700063,MLB-070054,2026-07-05,payment,3624.44,-579.91,-39.90,3004.63
ST-0700008,MLB-070008,2026-07-06,payment,348.93,-41.87,-21.90,285.16
ST-0700003,MLB-070003,2026-07-07,payment,59.44,-19.63,0.00,39.81
ST-0700033,MLB-070030,2026-07-07,payment,25.48,-10.58,0.00,14.90
ST-0700035,MLB-070032,2026-07-08,payment,3800.96,-418.11,-39.90,3342.95
ST-0700039,MLB-070035,2026-07-08,payment,244.13,-43.94,-21.90,178.29
ST-0700042,MLB-070039,2026-07-08,payment,1253.55,-150.43,-39.90,1063.22
ST-0700055,MLB-070049,2026-07-08,payment,69.20,-33.26,-21.90,14.04
ST-0700057,MLB-070050,2026-07-08,payment,75.78,-16.10,0.00,59.68
ST-0700051,MLB-070046,2026-07-09,payment,437.38,-43.74,-21.90,371.74
ST-0700011,MLB-070011,2026-07-10,payment,190.47,-19.05,-21.90,149.52
ST-0700030,MLB-070028,2026-07-10,payment,26.02,-11.02,0.00,15.00
ST-0700040,MLB-070037,2026-07-10,payment,46.74,-12.33,0.00,34.41
ST-0700064,MLB-070055,2026-07-11,payment,248.28,-29.79,-21.90,196.59
ST-0700053,MLB-070047,2026-07-12,refund,-33.63,10.29,0.00,-23.34
ST-0700065,MLB-079886,2026-07-13,payment,855.18,-111.17,0.00,744.01
ST-0700005,MLB-070006,2026-07-14,payment,21.49,-10.91,0.00,10.58
ST-0700044,MLB-070041,2026-07-14,payment,360.39,-60.69,-21.90,277.80
ST-0700061,MLB-070053,2026-07-14,payment,139.23,-25.06,-21.90,92.27
ST-0700012,MLB-070012,2026-07-15,payment,96.82,-11.62,-21.90,63.30
ST-0700022,MLB-070021,2026-07-15,payment,228.29,-27.39,-21.90,179.00
ST-0700024,MLB-070023,2026-07-15,payment,367.34,-47.75,-21.90,297.69
ST-0700056,MLB-070049,2026-07-15,payment,46.14,0.00,0.00,46.14
ST-0700010,MLB-070010,2026-07-16,payment,28.58,-11.11,0.00,17.47
ST-0700014,MLB-070014,2026-07-16,payment,187.88,-30.06,-21.90,135.92
ST-0700045,MLB-070042,2026-07-16,payment,355.69,-59.28,-21.90,274.51
ST-0700031,MLB-070028,2026-07-17,payment,17.34,0.00,0.00,17.34
ST-0700048,MLB-070044,2026-07-17,payment,31.21,-14.57,0.00,16.64
ST-0700020,MLB-070019,2026-07-18,payment,446.56,-53.59,-21.90,371.07
ST-0700047,MLB-070043,2026-07-18,payment,228.69,-34.30,-21.90,172.49
ST-0700021,MLB-070020,2026-07-19,payment,147.32,-26.52,-21.90,98.90
ST-0700050,MLB-070045,2026-07-19,payment,640.50,-96.08,-21.90,522.52
ST-0700006,MLB-070006,2026-07-21,payment,14.33,0.00,0.00,14.33
ST-0700060,MLB-070052,2026-07-21,payment,546.72,-82.01,-21.90,442.81
ST-0700004,MLB-070004,2026-07-22,payment,3704.92,-370.49,-21.90,3312.53
ST-0700023,MLB-070022,2026-07-22,payment,421.87,-71.72,-39.90,310.25
ST-0700046,MLB-070042,2026-07-23,payment,237.13,0.00,0.00,237.13
ST-0700049,MLB-070044,2026-07-24,payment,20.81,0.00,0.00,20.81
ST-0700002,MLB-070002,2026-07-25,payment,498.68,-84.78,-21.90,392.00
ST-0700016,MLB-070016,2026-07-25,payment,4094.96,-655.19,-39.90,3399.87
ST-0700029,MLB-070027,2026-07-25,payment,3189.74,-382.77,-21.90,2785.07
ST-0700013,MLB-070013,2026-07-26,payment,309.99,-49.60,-21.90,238.49
ST-0700015,MLB-070015,2026-07-26,payment,231.98,-34.80,-21.90,175.28
ST-0700018,MLB-070017,2026-07-26,payment,73.47,-18.01,0.00,55.46
ST-0700062,MLB-070053,2026-07-26,chargeback,-139.23,0.00,0.00,-139.23
ST-0700025,MLB-070024,2026-07-27,payment,198.36,-31.74,-21.90,144.72
ST-0700032,MLB-070029,2026-07-27,payment,4399.70,-747.95,-39.90,3611.85
ST-0700036,MLB-070033,2026-07-27,payment,338.08,-54.09,-21.90,262.09
ST-0700041,MLB-070038,2026-07-27,payment,2263.25,-294.22,-21.90,1947.13
ST-0700037,MLB-070034,2026-07-28,payment,2363.25,-401.75,-21.90,1939.60
ST-0700058,MLB-070051,2026-07-28,payment,3614.97,-433.80,-39.90,3141.27
ST-0700019,MLB-070018,2026-07-29,payment,396.12,-43.57,-21.90,330.65
ST-0700043,MLB-070040,2026-07-29,payment,1789.01,-196.79,-39.90,1552.32
ST-0700034,MLB-070031,2026-07-30,payment,1070.07,-139.11,-21.90,909.06
ST-0700001,MLB-070001,2026-07-31,payment,230.32,-41.46,-21.90,166.96
ST-0700026,MLB-070025,2026-07-31,payment,5424.99,-922.25,-39.90,4462.84
ST-0700054,MLB-070048,2026-07-31,payment,1162.79,-186.05,-39.90,936.84
ST-0700017,MLB-070016,2026-08-01,refund,-4094.96,655.19,0.00,-3439.77
ST-0700038,MLB-070034,2026-08-04,refund,-1654.28,281.23,0.00,-1373.05
ST-0700027,MLB-070025,2026-08-07,refund,-5424.99,922.25,0.00,-4502.74
