order_id,order_date,status,category,listing_type,weight_class,unit_price,quantity,gross_amount,installments,refund_amount
MLB-060001,2026-07-06,paid,electronics,premium,standard,111.85,2,223.70,6,0.00
MLB-060002,2026-07-16,delivered,electronics,premium,heavy,1926.78,1,1926.78,10,0.00
MLB-060003,2026-07-21,delivered,electronics,premium,standard,86.32,3,258.96,10,0.00
MLB-060004,2026-07-06,paid,toys,classic,standard,39.84,3,119.52,1,0.00
MLB-060005,2026-07-06,delivered,toys,classic,standard,587.45,2,1174.90,1,0.00
MLB-060006,2026-07-18,chargeback,books,premium,standard,131.62,1,131.62,1,0.00
MLB-060007,2026-07-12,delivered,electronics,classic,standard,96.40,1,96.40,3,0.00
MLB-060008,2026-07-02,paid,toys,classic,standard,33.63,1,33.63,1,0.00
MLB-060009,2026-07-02,partially_refunded,toys,premium,standard,47.08,2,94.16,3,65.91
MLB-060010,2026-07-06,delivered,toys,classic,standard,23.07,1,23.07,3,0.00
MLB-060011,2026-07-18,delivered,electronics,premium,standard,104.04,1,104.04,1,0.00
MLB-060012,2026-07-07,delivered,electronics,classic,standard,291.90,2,583.80,3,0.00
MLB-060013,2026-07-14,paid,toys,premium,standard,1861.31,1,1861.31,12,0.00
MLB-060014,2026-07-23,paid,home,classic,heavy,1743.88,1,1743.88,3,0.00
MLB-060015,2026-07-09,delivered,electronics,premium,heavy,1459.60,1,1459.60,1,0.00
MLB-060016,2026-07-26,paid,toys,premium,standard,52.92,1,52.92,3,0.00
MLB-060017,2026-07-05,paid,home,classic,standard,121.04,3,363.12,3,0.00
MLB-060018,2026-07-05,refunded,fashion,premium,standard,137.60,1,137.60,12,137.60
MLB-060019,2026-07-21,paid,electronics,classic,standard,205.62,1,205.62,1,0.00
MLB-060020,2026-07-17,delivered,electronics,classic,standard,215.61,3,646.83,1,0.00
MLB-060021,2026-07-10,refunded,toys,premium,standard,138.25,1,138.25,6,138.25
MLB-060022,2026-07-03,delivered,books,classic,standard,142.06,1,142.06,1,0.00
MLB-060023,2026-07-06,paid,fashion,premium,standard,345.45,2,690.90,6,0.00
MLB-060024,2026-07-06,partially_refunded,books,classic,standard,473.84,3,1421.52,1,852.91
MLB-060025,2026-07-13,cancelled,books,classic,standard,56.70,1,56.70,1,0.00
MLB-060026,2026-07-23,paid,toys,premium,standard,1248.38,2,2496.76,1,0.00
MLB-060027,2026-07-17,delivered,electronics,premium,standard,29.66,3,88.98,12,0.00
MLB-060028,2026-07-20,paid,electronics,premium,standard,183.22,3,549.66,3,0.00
MLB-060029,2026-07-05,delivered,books,premium,standard,1392.68,1,1392.68,12,0.00
MLB-060030,2026-07-03,refunded,fashion,premium,standard,70.46,3,211.38,1,211.38
MLB-060031,2026-07-05,delivered,books,classic,standard,2108.54,2,4217.08,1,0.00
MLB-060032,2026-07-17,delivered,toys,classic,standard,304.17,1,304.17,1,0.00
MLB-060033,2026-07-21,cancelled,toys,classic,standard,1943.35,1,1943.35,3,0.00
MLB-060034,2026-07-26,delivered,home,premium,heavy,1282.33,1,1282.33,1,0.00
MLB-060035,2026-07-28,paid,fashion,premium,standard,137.20,3,411.60,6,0.00
MLB-060036,2026-07-22,delivered,fashion,premium,standard,77.05,2,154.10,1,0.00
MLB-060037,2026-07-20,paid,home,classic,heavy,760.45,1,760.45,1,0.00
MLB-060038,2026-07-13,paid,toys,premium,standard,1623.85,2,3247.70,12,0.00
MLB-060039,2026-07-08,paid,electronics,classic,heavy,1205.36,1,1205.36,3,0.00
MLB-060040,2026-07-15,delivered,electronics,classic,standard,347.62,2,695.24,3,0.00
